from_bus,to_bus,mag,ang_deg
1,1,8.94427190999916,-63.43494882292201
1,2,4.47213595499958,116.56505117707799
1,3,4.47213595499958,116.56505117707799
2,1,4.47213595499958,116.56505117707799
2,2,8.94427190999916,-63.43494882292201
2,3,4.47213595499958,116.56505117707799
3,1,4.47213595499958,116.56505117707799
3,2,4.47213595499958,116.56505117707799
3,3,8.94427190999916,-63.43494882292201
